time,temperature_2m,wind_speed_10m,shortwave_radiation
2025-06-25 16:00:00,20.7,11.4,505.0
2025-06-25 17:00:00,21.0,11.3,501.0
2025-06-25 18:00:00,21.2,14.3,386.0
2025-06-25 19:00:00,20.9,11.3,169.0
2025-06-25 20:00:00,19.9,10.6,174.0
2025-06-25 21:00:00,18.4,8.8,88.0
2025-06-25 22:00:00,16.7,4.8,17.0
2025-06-25 23:00:00,15.6,3.7,0.0
2025-06-26 00:00:00,15.0,4.6,0.0
2025-06-26 01:00:00,14.6,5.0,0.0
2025-06-26 02:00:00,14.5,6.7,0.0
2025-06-26 03:00:00,14.6,8.2,0.0
2025-06-26 04:00:00,14.5,10.2,0.0
2025-06-26 05:00:00,14.5,10.7,0.0
2025-06-26 06:00:00,15.1,12.2,21.0
2025-06-26 07:00:00,16.4,10.2,85.0
2025-06-26 08:00:00,17.8,11.5,172.0
2025-06-26 09:00:00,19.4,11.7,271.0
2025-06-26 10:00:00,18.9,14.0,96.0
2025-06-26 11:00:00,19.5,8.4,211.0
2025-06-26 12:00:00,20.3,6.8,212.0
2025-06-26 13:00:00,21.4,14.4,376.0
2025-06-26 14:00:00,23.3,16.7,721.0
2025-06-26 15:00:00,23.3,16.8,499.0
2025-06-26 16:00:00,23.0,20.0,407.0
2025-06-26 17:00:00,20.0,19.6,297.0
2025-06-26 18:00:00,22.0,20.0,505.0
2025-06-26 19:00:00,20.7,22.1,238.0
2025-06-26 20:00:00,20.2,18.9,110.0
2025-06-26 21:00:00,19.8,18.8,67.0
2025-06-26 22:00:00,19.4,16.7,14.0
2025-06-26 23:00:00,19.1,15.9,0.0
2025-06-27 00:00:00,18.5,16.6,0.0
2025-06-27 01:00:00,18.4,18.6,0.0
2025-06-27 02:00:00,18.3,17.8,0.0
2025-06-27 03:00:00,17.5,17.4,0.0
2025-06-27 04:00:00,17.1,17.4,0.0
2025-06-27 05:00:00,16.2,17.4,0.0
2025-06-27 06:00:00,15.7,18.0,16.0
2025-06-27 07:00:00,15.8,15.2,58.0
2025-06-27 08:00:00,15.9,13.9,91.0
2025-06-27 09:00:00,15.8,13.8,100.0
2025-06-27 10:00:00,15.2,15.0,91.0
2025-06-27 11:00:00,15.9,14.8,198.0
2025-06-27 12:00:00,16.5,13.4,203.0
2025-06-27 13:00:00,18.4,15.8,658.0
2025-06-27 14:00:00,19.3,16.4,660.0
2025-06-27 15:00:00,18.9,16.6,439.0
2025-06-27 16:00:00,18.6,16.7,437.0
2025-06-27 17:00:00,18.6,15.3,300.0
2025-06-27 18:00:00,18.8,13.9,257.0
2025-06-27 19:00:00,19.1,11.8,250.0
2025-06-27 20:00:00,19.1,9.7,184.0
2025-06-27 21:00:00,18.3,8.7,91.0
2025-06-27 22:00:00,16.9,7.9,17.0
2025-06-27 23:00:00,16.7,9.5,0.0
2025-06-28 00:00:00,16.2,9.1,0.0
2025-06-28 01:00:00,15.7,9.3,0.0
2025-06-28 02:00:00,15.6,10.3,0.0
2025-06-28 03:00:00,15.7,11.8,0.0
2025-06-28 04:00:00,15.7,13.3,0.0
2025-06-28 05:00:00,15.8,12.6,0.0
2025-06-28 06:00:00,16.2,12.6,20.0
2025-06-28 07:00:00,17.3,11.5,107.0
2025-06-28 08:00:00,18.8,12.9,234.0
2025-06-28 09:00:00,20.7,21.1,374.0
2025-06-28 10:00:00,21.8,19.7,439.0
2025-06-28 11:00:00,22.8,18.2,477.0
2025-06-28 12:00:00,23.1,18.4,326.0
2025-06-28 13:00:00,23.7,18.8,399.0
2025-06-28 14:00:00,23.3,20.1,344.0
2025-06-28 15:00:00,24.4,20.7,410.0
2025-06-28 16:00:00,24.7,21.3,431.0
2025-06-28 17:00:00,24.3,21.0,343.0
2025-06-28 18:00:00,24.6,20.4,446.0
2025-06-28 19:00:00,23.8,18.9,308.0
2025-06-28 20:00:00,23.2,16.5,198.0
2025-06-28 21:00:00,22.3,14.1,93.0
2025-06-28 22:00:00,21.3,11.7,16.0
2025-06-28 23:00:00,20.5,10.4,0.0
2025-06-29 00:00:00,19.9,10.9,0.0
2025-06-29 01:00:00,19.5,11.8,0.0
2025-06-29 02:00:00,19.3,12.3,0.0
2025-06-29 03:00:00,19.6,13.4,0.0
2025-06-29 04:00:00,20.0,14.4,0.0
2025-06-29 05:00:00,20.0,14.8,0.0
2025-06-29 06:00:00,19.8,15.5,13.0
2025-06-29 07:00:00,19.8,14.1,77.0
2025-06-29 08:00:00,20.2,16.8,178.0
2025-06-29 09:00:00,21.1,15.3,294.0
2025-06-29 10:00:00,22.2,14.4,466.0
2025-06-29 11:00:00,22.5,17.2,499.0
2025-06-29 12:00:00,22.7,18.8,597.0
2025-06-29 13:00:00,23.3,18.7,665.0
2025-06-29 14:00:00,24.0,16.8,742.0
2025-06-29 15:00:00,23.5,16.1,630.0
2025-06-29 16:00:00,23.4,16.0,605.0
2025-06-29 17:00:00,23.0,15.8,505.0
2025-06-29 18:00:00,22.0,16.7,475.0
2025-06-29 19:00:00,20.0,16.3,354.0
2025-06-29 20:00:00,18.4,14.1,220.0
2025-06-29 21:00:00,17.2,11.4,98.0
2025-06-29 22:00:00,16.0,9.5,17.0
2025-06-29 23:00:00,14.9,8.2,0.0
2025-06-30 00:00:00,14.0,6.3,0.0
2025-06-30 01:00:00,13.1,4.9,0.0
2025-06-30 02:00:00,12.4,3.9,0.0
2025-06-30 03:00:00,11.8,2.5,0.0
2025-06-30 04:00:00,11.5,1.5,0.0
2025-06-30 05:00:00,11.1,1.1,0.0
2025-06-30 06:00:00,11.6,0.6,21.0
2025-06-30 07:00:00,13.0,1.8,115.0
2025-06-30 08:00:00,14.7,2.2,251.0
2025-06-30 09:00:00,16.2,3.4,400.0
2025-06-30 10:00:00,17.5,4.4,546.0
2025-06-30 11:00:00,18.9,5.5,672.0
2025-06-30 12:00:00,20.1,5.6,767.0
2025-06-30 13:00:00,21.4,5.6,831.0
2025-06-30 14:00:00,22.5,5.8,840.0
2025-06-30 15:00:00,23.8,6.3,831.0
2025-06-30 16:00:00,24.5,6.6,767.0
2025-06-30 17:00:00,24.8,7.3,666.0
2025-06-30 18:00:00,24.7,8.2,537.0
2025-06-30 19:00:00,24.4,8.0,391.0
2025-06-30 20:00:00,23.6,7.1,241.0
2025-06-30 21:00:00,21.8,9.2,108.0
2025-06-30 22:00:00,20.2,10.1,18.0
2025-06-30 23:00:00,19.6,11.3,0.0
